日期,TWSE收盤指數,TWSE開盤價,TWSE最高價,TWSE最低價,TWSE漲跌點數,TWSE漲跌幅,TPEX收盤指數,TPEX開盤價,TPEX最高價,TPEX最低價,TPEX漲跌點數,TPEX漲跌幅
2016-11-24,,,,,,,122.02,122.15,122.65,121.99,-0.13,
2016-11-25,,,,,,,122.25,122.1,122.62,122.1,0.23,
2016-11-28,,,,,,,122.59,122.31,122.9,122.31,0.34,
2016-11-29,,,,,,,122.72,122.57,123.0,122.57,0.13,
2016-11-30,,,,,,,122.88,122.82,123.24,122.55,0.16,
2016-12-01,,,,,,,122.76,122.9,123.41,122.76,-0.12,
2016-12-02,,,,,,,122.08,122.68,122.68,121.96,-0.68,
2016-12-05,,,,,,,122.43,122.14,122.54,122.03,0.35,
2016-12-06,,,,,,,123.02,122.54,123.48,122.54,0.59,
2016-12-07,,,,,,,123.32,123.1,123.48,123.1,0.3,
2016-12-08,,,,,,,124.05,123.48,124.41,123.48,0.73,
2016-12-09,,,,,,,124.25,124.11,124.59,124.11,0.2,
2016-12-12,,,,,,,123.29,124.31,124.71,123.29,-0.96,
2016-12-13,,,,,,,123.57,123.24,123.6,123.24,0.28,
2016-12-14,,,,,,,124.23,123.63,124.57,123.63,0.66,
2016-12-15,,,,,,,124.23,124.21,124.46,123.82,0.0,
2016-12-16,,,,,,,124.76,124.27,124.96,124.27,0.53,
2016-12-19,,,,,,,123.77,124.74,125.13,123.7,-0.99,
2016-12-20,,,,,,,123.67,123.82,124.28,123.31,-0.1,
2016-12-21,,,,,,,123.49,123.71,124.2,123.49,-0.18,
2016-12-22,,,,,,,123.24,123.49,124.01,123.24,-0.25,
2016-12-23,,,,,,,122.95,123.22,123.9,122.95,-0.29,
2016-12-26,,,,,,,122.95,123.04,123.53,122.83,0.0,
2016-12-27,,,,,,,123.35,122.98,123.4,122.98,0.4,
2016-12-28,,,,,,,124.13,123.5,124.32,123.49,0.78,
2016-12-29,,,,,,,124.58,124.13,124.69,123.99,0.45,
2016-12-30,,,,,,,125.18,124.66,125.48,124.66,0.6,
2017-01-03,,,,,,,125.26,125.24,125.57,125.21,0.08,
2017-01-04,,,,,,,125.76,125.34,126.11,125.34,0.5,
2017-01-05,,,,,,,126.5,125.77,126.65,125.77,0.74,
2017-01-06,,,,,,,126.61,126.57,127.05,126.54,0.11,
2017-01-09,,,,,,,125.59,126.68,127.29,125.59,-1.02,
2017-01-10,,,,,,,125.26,125.56,125.56,124.96,-0.33,
2017-01-11,,,,,,,124.58,125.35,125.82,124.5,-0.68,
2017-01-12,,,,,,,125.01,124.59,125.27,124.59,0.43,
2017-01-13,,,,,,,124.82,124.95,124.95,124.53,-0.19,
2017-01-16,,,,,,,124.01,124.82,125.01,124.01,-0.81,
2017-01-17,,,,,,,124.51,124.02,124.52,124.02,0.5,
2017-01-18,,,,,,,125.28,124.5,125.31,124.5,0.77,
2017-01-19,,,,,,,125.39,125.29,125.93,125.27,0.11,
2017-01-20,,,,,,,125.16,125.39,125.88,125.12,-0.23,
2017-01-23,,,,,,,125.97,125.25,126.14,125.25,0.81,
2017-01-24,,,,,,,126.0,126.03,126.32,125.86,0.03,
2017-02-02,,,,,,,126.83,126.11,126.99,126.11,0.83,
2017-02-03,,,,,,,128.07,126.88,128.09,126.88,1.24,
2017-02-06,,,,,,,129.15,128.18,129.35,128.18,1.08,
2017-02-07,,,,,,,129.59,129.19,129.74,129.19,0.44,
2017-02-08,,,,,,,130.51,129.62,130.6,129.62,0.92,
2017-02-09,,,,,,,131.31,130.6,131.51,130.6,0.8,
2017-02-10,,,,,,,130.8,131.37,132.29,130.8,-0.51,
2017-02-13,,,,,,,131.59,130.91,131.79,130.91,0.79,
2017-02-14,,,,,,,131.15,131.59,132.38,130.83,-0.44,
2017-02-15,,,,,,,131.75,131.2,132.01,131.2,0.6,
2017-02-16,,,,,,,132.26,131.78,132.73,131.78,0.51,
2017-02-17,,,,,,,133.47,132.41,133.53,132.41,1.21,
2017-02-18,,,,,,,135.02,133.67,135.21,133.67,1.55,
2017-02-20,,,,,,,134.08,134.96,135.87,134.08,-0.94,
2017-02-21,,,,,,,133.79,134.03,134.53,132.76,-0.29,
2017-02-22,,,,,,,134.58,133.99,134.92,133.99,0.79,
2017-02-23,,,,,,,134.68,134.65,135.51,134.65,0.1,
2017-02-24,,,,,,,134.77,134.71,135.01,134.53,0.09,
2017-03-01,,,,,,,134.06,134.71,135.31,134.04,-0.71,
2017-03-02,,,,,,,133.75,134.23,135.23,133.42,-0.31,
2017-03-03,,,,,,,134.2,133.73,134.37,133.72,0.45,
2017-03-06,,,,,,,135.15,134.15,135.15,134.15,0.95,
2017-03-07,,,,,,,135.86,135.19,136.19,135.19,0.71,
2017-03-08,,,,,,,135.64,135.88,136.1,135.33,-0.22,
2017-03-09,,,,,,,134.75,135.67,135.81,134.75,-0.89,
2017-03-10,,,,,,,134.02,134.62,134.69,132.6,-0.73,
2017-03-13,,,,,,,135.02,134.11,135.17,134.11,1.0,
2017-03-14,,,,,,,135.67,135.11,135.82,135.11,0.65,
2017-03-15,,,,,,,135.55,135.78,136.26,135.52,-0.12,
2017-03-16,,,,,,,136.13,135.71,136.68,135.71,0.58,
2017-03-17,,,,,,,137.62,136.21,137.62,136.21,1.49,
2017-03-20,,,,,,,137.7,137.64,138.25,137.63,0.08,
2017-03-21,,,,,,,137.13,137.76,138.3,137.12,-0.57,
2017-03-22,,,,,,,137.62,136.94,137.62,135.42,0.49,
2017-03-23,,,,,,,137.66,137.72,138.83,137.66,0.04,
2017-03-24,,,,,,,137.26,137.75,138.3,137.26,-0.4,
2017-03-27,,,,,,,135.9,137.31,137.65,135.9,-1.36,
2017-03-28,,,,,,,134.19,136.13,136.78,132.64,-1.71,
2017-03-29,,,,,,,134.87,134.3,135.1,134.3,0.68,
2017-03-30,,,,,,,135.31,134.94,135.53,134.94,0.44,
2017-03-31,,,,,,,135.15,135.3,135.91,135.15,-0.16,
2017-04-05,,,,,,,136.36,135.18,136.36,135.18,1.21,
2017-04-06,,,,,,,136.32,136.36,136.72,136.29,-0.04,
2017-04-07,,,,,,,136.56,136.38,137.1,135.49,0.24,
2017-04-10,,,,,,,136.6,136.67,137.09,136.43,0.04,
