日期,TWSE收盤指數,TWSE開盤價,TWSE最高價,TWSE最低價,TWSE漲跌點數,TWSE漲跌幅,TPEX收盤指數,TPEX開盤價,TPEX最高價,TPEX最低價,TPEX漲跌點數,TPEX漲跌幅
2018-07-24,10995.39,10937.77,10995.39,10917.61,48.5,,,,,,,
2018-07-25,10965.79,10957.66,10992.29,10956.0,-29.6,,,,,,,
2018-07-26,11010.61,10969.35,11018.19,10966.33,44.82,,,,,,,
2018-07-27,11075.78,11023.07,11075.78,11009.16,65.17,,,,,,,
2018-07-30,11033.54,11072.7,11080.41,11001.15,-42.24,,,,,,,
2018-07-31,11057.51,10997.73,11057.51,10976.46,23.97,,,,,,,
2018-08-01,11098.13,11062.36,11100.02,11058.28,40.62,,,,,,,
2018-08-02,10929.77,11095.67,11095.67,10919.13,-168.36,,,,,,,
2018-08-03,11012.43,10957.3,11012.43,10957.3,82.66,,,,,,,
2018-08-06,11024.1,10997.26,11054.49,10994.97,11.67,,,,,,,
2018-08-07,10983.44,11024.97,11030.09,10983.44,-40.66,,,,,,,
2018-08-08,11075.25,11026.07,11095.5,11026.07,91.81,,,,,,,
2018-08-09,11028.07,11063.62,11063.62,11001.96,-47.18,,,,,,,
2018-08-10,10983.68,11009.96,11033.89,10972.25,-44.39,,,,,,,
2018-08-13,10748.92,10939.68,10939.68,10693.73,-234.76,,,,,,,
2018-08-14,10824.23,10797.95,10829.85,10755.53,75.31,,,,,,,
2018-08-15,10716.75,10827.28,10827.28,10688.59,-107.48,,,,,,,
2018-08-16,10683.9,10663.57,10725.71,10606.26,-32.85,,,,,,,
2018-08-17,10690.96,10702.6,10757.01,10688.55,7.06,,,,,,,
2018-08-20,10699.05,10698.76,10729.9,10663.44,8.09,,,,,,,
2018-08-21,10792.2,10697.01,10792.2,10697.01,93.15,,,,,,,
2018-08-22,10804.2,10790.24,10828.21,10774.69,12.0,,,,,,,
2018-08-23,10863.13,10817.33,10863.13,10802.79,58.93,,,,,,,
2018-08-24,10809.35,10865.91,10865.91,10770.32,-53.78,,,,,,,
2018-08-27,10902.21,10847.17,10916.69,10847.17,92.86,,,,,,,
2018-08-28,10989.55,10946.33,11005.55,10946.33,87.34,,,,,,,
2018-08-29,11099.57,11029.12,11099.57,11029.11,110.02,,,,,,,
2018-08-30,11093.75,11153.97,11186.05,11080.07,-5.82,,,,,,,
2018-08-31,11063.94,11037.26,11063.94,10987.68,-29.81,,,,,,,
2018-09-03,10964.22,11087.86,11097.11,10952.85,-99.72,,,,,,,
2018-09-04,11021.38,10981.39,11028.27,10956.49,57.16,,,,,,,
2018-09-05,10995.13,11042.41,11058.06,10989.93,-26.25,,,,,,,
2018-09-06,10924.3,11016.92,11016.92,10905.34,-70.83,,,,,,,
2018-09-07,10846.99,10922.55,10922.55,10807.56,-77.31,,,,,,,
2018-09-10,10725.8,10869.8,10877.72,10689.29,-121.19,,,,,,,
2018-09-11,10752.3,10723.0,10765.42,10669.59,26.5,,,,,,,
2018-09-12,10722.57,10762.91,10779.93,10667.25,-29.73,,,,,,,
2018-09-13,10727.23,10726.67,10758.84,10701.25,4.66,,,,,,,
2018-09-14,10868.14,10776.53,10882.04,10770.47,140.91,,,,,,,
2018-09-17,10828.61,10881.78,10883.98,10806.73,-39.53,,,,,,,
2018-09-18,10760.21,10794.22,10806.56,10750.81,-68.4,,,,,,,
2018-09-19,10857.27,10808.5,10882.75,10808.5,97.06,,,,,,,
2018-09-20,10831.41,10886.19,10908.36,10814.54,-25.86,,,,,,,
2018-09-21,10972.41,10857.1,10972.41,10835.84,141.0,,,,,,,
2018-09-25,10978.85,10959.56,11003.49,10941.77,6.44,,,,,,,
2018-09-26,10974.19,10974.08,11007.35,10947.29,-4.66,,,,,,,
2018-09-27,11034.19,10973.77,11051.09,10961.27,60.0,,,,,,,
2018-09-28,11006.34,11050.09,11073.95,10966.96,-27.85,,,,,,,
2018-10-01,11051.8,11014.19,11062.43,11012.95,45.46,,,,,,,
2018-10-02,10919.63,11048.89,11064.34,10906.42,-132.17,,,,,,,
2018-10-03,10863.94,10918.74,10926.73,10839.46,-55.69,,,,,,,
2018-10-04,10718.91,10826.19,10826.19,10707.76,-145.03,,,,,,,
2018-10-05,10517.12,10665.29,10669.63,10446.94,-201.79,,,,,,,
2018-10-08,10455.93,10467.85,10507.83,10403.13,-61.19,,,,,,,
